id,unit,number,street,city,district,region,postcode,hash
,,"1003",SPROULS RD,SUMMERHILL,,,,1560e9b47518fc30
,,"1061",LAKE COMO RD,SUMMERHILL,,,,de6787bf8c962b87
,,"1039",LAKE COMO RD,SUMMERHILL,,,,86b0c5fa463f3ceb
,,"1075",LAKE COMO RD,SUMMERHILL,,,,3a889b6883705939
,,"1047",LAKE COMO RD,SUMMERHILL,,,,d9a617016d502d04
,,"1062",LAKE COMO RD,SUMMERHILL,,,,6cff730535296178
,,"1054",LAKE COMO RD,SUMMERHILL,,,,ef806a2178286d43
,,"1046",LAKE COMO RD,SUMMERHILL,,,,30c0c1f73d52d36d
,,"1048",LAKE COMO RD,SUMMERHILL,,,,95ba51953b575232
,,"1031",LAKE COMO RD,SUMMERHILL,,,,994c1988ea642da3
,,"1085",LAKE COMO RD,SUMMERHILL,,,,c46973ec6784bf21
,,"1105",LAKE COMO RD,SUMMERHILL,,,,5948583642138a2e
,,"1159",LAKE COMO RD,SUMMERHILL,,,,e8cc13adafd25622
,,"950",DRESSER RD,SUMMERHILL,,,,765621a6881ebe19
,,"1282",LICK ST,SUMMERHILL,,,,d2e3db4388db936c
,,"1288",SALT RD,SUMMERHILL,,,,4b4e62ff810684bf
,,"5946",HOAG AVE,SUMMERHILL,,,,9ee035b02736917f
,,"5808",HOAG AVE,SUMMERHILL,,,,d5f69e87bc9f71e7
,,"1235",LICK ST,SUMMERHILL,,,,781312b770b82151
,,"1251",LICK ST,SUMMERHILL,,,,adf9b5b4cf3f9589
,,"1629",POVERTY LN,SUMMERHILL,,,,c9359309e446706c
,,"1599",POVERTY LN,SUMMERHILL,,,,ffaf7e8c4d7d5c8d
,,"1543",POVERTY LN,SUMMERHILL,,,,ac9c1b71b3cd249b
,,"1500",ROUTE 41A,SUMMERHILL,,,,8668268613ef7a00
,,"1357",POVERTY LN,SUMMERHILL,,,,a4e2c50a872b667b
,,"1424",ROUTE 41A,SUMMERHILL,,,,1ba9966069290ea3
,,"1450",ROUTE 41A,SUMMERHILL,,,,5aa85251a80c2d1c
,,"1438",ROUTE 41A,SUMMERHILL,,,,7df8d4e0c470fda1
,,"1378",ROUTE 41A,SUMMERHILL,,,,13538be8697f8579
,,"1364",ROUTE 41A,SUMMERHILL,,,,05bd757578129c5f
,,"1325",ATWOOD RD,SUMMERHILL,,,,76727eea0e2dc69b
,,"1289",ATWOOD RD,SUMMERHILL,,,,8f7ce013a51feacc
,,"1297",ATWOOD RD,SUMMERHILL,,,,4e7385559c893e58
,,"1255",ATWOOD RD,SUMMERHILL,,,,549d581401ccc46c
,,"1258",POVERTY LN,SUMMERHILL,,,,956e8d494dd677d3
,,"1256",POVERTY LN,SUMMERHILL,,,,45ac48c799b60cf3
,,"1277",ATWOOD RD,SUMMERHILL,,,,7cb6565a9db78b6e
,,"1265",ATWOOD RD,SUMMERHILL,,,,a6a0351e5a51b5ec
,,"1266",POVERTY LN,SUMMERHILL,,,,b66d48d87ab75f79
,,"1280",ATWOOD RD,SUMMERHILL,,,,5aedf477b27e4ad7
,,"1343",ATWOOD RD,SUMMERHILL,,,,79e652bb22e7746b
,,"1358",POVERTY LN,SUMMERHILL,,,,8cadbc5f829eb4c9
,,"1499",ATWOOD RD,SUMMERHILL,,,,a73286b9ef3dffad
,,"1521",ATWOOD RD,SUMMERHILL,,,,6148444460c58b5b
,,"1548",ATWOOD RD,SUMMERHILL,,,,665909bbe5856383
,,"6981",BURHAN RD,SUMMERHILL,,,,d0a4e83e36438d91
,,"1522",ATWOOD RD,SUMMERHILL,,,,4f4686ec88edad38
,,"1484",ATWOOD RD,SUMMERHILL,,,,a98e73c8b5dae865
,,"1456",ATWOOD RD,SUMMERHILL,,,,9bfa09c11a8a2484
,,"1432",ATWOOD RD,SUMMERHILL,,,,d83741965ce93718
,,"7092",BURHAN RD,SUMMERHILL,,,,c3e7f1d0c767949e
,,"7068",BURHAN RD,SUMMERHILL,,,,6cae30fd95e82672
,,"1539",ATWOOD RD,SUMMERHILL,,,,92d57fd0cc2e9cae
,,"1667",YOUNGS RD,SUMMERHILL,,,,14c8ec869dc4733e
,,"1258",LAKE COMO RD,SUMMERHILL,,,,164f2ecbbff3282e
,,"1256",LAKE COMO RD,SUMMERHILL,,,,c94e1bab499cb653
,,"1263",LAKE COMO RD,SUMMERHILL,,,,6198a25e5370948f
,,"1311",LAKE COMO RD,SUMMERHILL,,,,51cd817b10ac8f67
,,"6627",BRANCH RD,SUMMERHILL,,,,b7e874c303687609
,,"6635",BRANCH RD,SUMMERHILL,,,,63fc9339e90905b9
,,"6651",BRANCH RD,SUMMERHILL,,,,fd367968ce4528b9
,,"6675",BRANCH RD,SUMMERHILL,,,,6d922d64ea1699de
,,"1260",LAKE COMO RD,SUMMERHILL,,,,3ffab9665343cdb9
,,"1264",LAKE COMO RD,SUMMERHILL,,,,4f93515aeecf402e
,,"1270",LAKE COMO RD,SUMMERHILL,,,,132d305f86340aed
,,"1272",LAKE COMO RD,SUMMERHILL,,,,ea766bff62310340
,,"1278",LAKE COMO RD,SUMMERHILL,,,,21f56ad0f50c1a1d
,,"1304",LAKE COMO RD,SUMMERHILL,,,,d1d3eed06e86bd87
,,"1302",LAKE COMO RD,SUMMERHILL,,,,dca3123b07b9eb99
,,"1300",LAKE COMO RD,SUMMERHILL,,,,1756832fdd68428e
,,"6602",BRANCH RD,SUMMERHILL,,,,79d7236e87c9e9a7
,,"6566",BRANCH RD,SUMMERHILL,,,,314d351ed9c8c608
,,"1282",LAKE COMO RD,SUMMERHILL,,,,96ef17ed886c5711
,,"6626",BRANCH RD,SUMMERHILL,,,,0b41867ce41cba62
,,"6618",BRANCH RD,SUMMERHILL,,,,0481bcba34f16af4
,,"6630",BRANCH RD,SUMMERHILL,,,,94f1d39cd8b4d27a
,,"6632",BRANCH RD,SUMMERHILL,,,,654061395263a3bc
,,"6636",BRANCH RD,SUMMERHILL,,,,ac064483d9470990
,,"1311",E LAKE RD,SUMMERHILL,,,,7985f554dbdccf81
,,"1307",E LAKE RD,SUMMERHILL,,,,6ad2545530d9a898
,,"1299",E LAKE RD,SUMMERHILL,,,,f8633008ada5b414
,,"1297",E LAKE RD,SUMMERHILL,,,,613fcbefa344ae4d
,,"1295",E LAKE RD,SUMMERHILL,,,,382909461c0d0f82
,,"1293",E LAKE RD,SUMMERHILL,,,,8c478d7119382a25
,,"1291",E LAKE RD,SUMMERHILL,,,,19b5275318a61ef0
,R,"1287",E LAKE RD,SUMMERHILL,,,,8aff5561a9126036
,,"1289",E LAKE RD,SUMMERHILL,,,,c79c94cb186ac335
,,"1285",E LAKE RD,SUMMERHILL,,,,77fbce4dff8a8d9e
,,"1283",E LAKE RD,SUMMERHILL,,,,051becff5ee5e33f
,,"1281",E LAKE RD,SUMMERHILL,,,,6dc972f4d2f8e7f5
,,"1279",E LAKE RD,SUMMERHILL,,,,18242a93ff231cca
,,"1273",E LAKE RD,SUMMERHILL,,,,7f8a1d5e00c123ec
,,"1275",E LAKE RD,SUMMERHILL,,,,3bdb223070e4a023
,,"1271",E LAKE RD,SUMMERHILL,,,,c4a6adb12cf9f87b
,,"1265",E LAKE RD,SUMMERHILL,,,,1f73707e9ef6862b
,,"1263",E LAKE RD,SUMMERHILL,,,,dbb25335612c2d2e
,,"1306",E LAKE RD,SUMMERHILL,,,,039c3c8310f765da
,,"1304",E LAKE RD,SUMMERHILL,,,,ffc6d7223462747a
,,"1302",E LAKE RD,SUMMERHILL,,,,22d2186df85e9a84
,,"1300",E LAKE RD,SUMMERHILL,,,,8740eab3aa83fd7e
,,"1410",LICK ST,SUMMERHILL,,,,ac5ddbd2f8f04f82
,,"6024",FILMORE RD,SUMMERHILL,,,,2ec6e181a7fe170f
,,"1596",LICK ST,SUMMERHILL,,,,32c545fe90a55288
,,"1582",LICK ST,SUMMERHILL,,,,28f2c9d062f1bf89
,,"1572",LICK ST,SUMMERHILL,,,,9dce0e634fbc63d8
,,"1562",LICK ST,SUMMERHILL,,,,ba4127cce6ccfc2a
,,"1552",LICK ST,SUMMERHILL,,,,30f0158b25c59013
,,"1548",LICK ST,SUMMERHILL,,,,b026bf78eb7cadfb
,,"6036",FILMORE RD,SUMMERHILL,,,,b9f03f6f8ff6c85b
,,"6084",FILMORE RD,SUMMERHILL,,,,4b9557178a2c6c33
,,"1504",LICK ST,SUMMERHILL,,,,a9229f1ca2b3c40c
,,"6244",FILMORE RD,SUMMERHILL,,,,3b289bcb9adb49e9
,,"1619",LAKE COMO RD,SUMMERHILL,,,,a71bb8a6bd1bfc71
,,"6225",FILMORE RD,SUMMERHILL,,,,06aa48e6071c6bb3
,,"1609",LAKE COMO RD,SUMMERHILL,,,,f4f525236cee98f9
,,"1552",LAKE COMO RD,SUMMERHILL,,,,08bbe854f2bda838
,,"6437",EATON RD,SUMMERHILL,,,,26a40a7f1541a178
,,"6509",EATON RD,SUMMERHILL,,,,bff2b5b24cb1071d
,,"6513",EATON RD,SUMMERHILL,,,,73e00ab415ca0ac1
,,"6515",EATON RD,SUMMERHILL,,,,79ec9659f05c7c09
,,"6511",EATON RD,SUMMERHILL,,,,75d3c92cbeb9c61d
,,"6577",EATON RD,SUMMERHILL,,,,94b9166ff1bada40
,,"6621",EATON RD,SUMMERHILL,,,,05dcb137a2ff6b0f
,,"6603",EATON RD,SUMMERHILL,,,,90eedbb395c4efc5
,,"1418",SALT RD,SUMMERHILL,,,,443e56aa6293de06
,,"1483",LAKE COMO RD,SUMMERHILL,,,,794edc3543d3ce55
,,"1413",LAKE COMO RD,SUMMERHILL,,,,89c4301cd7ebdfb0
,,"1377",LAKE COMO RD,SUMMERHILL,,,,d4cd373989116976
,,"1393",LAKE COMO RD,SUMMERHILL,,,,114cdb14aefe7354
,,"1351",LAKE COMO RD,SUMMERHILL,,,,4d7fb14707634dbb
,,"1365",LAKE COMO RD,SUMMERHILL,,,,ab40735ffca7e599
,,"1341",LAKE COMO RD,SUMMERHILL,,,,c8e7bf5f85ffbee0
,,"1324",LAKE COMO RD,SUMMERHILL,,,,132302facbd8216f
,,"6593",BRANCH RD,SUMMERHILL,,,,89de5876e5f31d8b
,,"1308",LICK ST,SUMMERHILL,,,,65e82ae4f81436b7
,,"1364",SALT RD,SUMMERHILL,,,,6132b42d7b95d3e4
,,"1372",LICK ST,SUMMERHILL,,,,94226348d2f847a2
,,"1361",SALT RD,SUMMERHILL,,,,36532e91781eceea
,,"6401",FILMORE RD,SUMMERHILL,,,,da152741d86a5979
,,"1608",ROUTE 41A,SUMMERHILL,,,,5fdd779e9d4f17a6
,,"1600",ROUTE 41A,SUMMERHILL,,,,09544a4882714d24
,,"1264",E LAKE RD,SUMMERHILL,,,,f8e6b83df482fa86
,,"1521",LAKE COMO RD,SUMMERHILL,,,,14b273676edcc7a5
,,"1431",LAKE COMO RD,SUMMERHILL,,,,02524cabbaaeee33
,,"1443",LICK ST,SUMMERHILL,,,,d32f746ac6ef37aa
,,"5956",FILMORE RD,SUMMERHILL,,,,21dc0e9da5b501fd
,,"1467",LICK ST,SUMMERHILL,,,,a4eda5b83ec7569e
,,"5947",SUN LN,SUMMERHILL,,,,1e5cb61117be540b
,,"1452",MASTEN RD,SUMMERHILL,,,,5828639fa3726653
,,"1498",MASTEN RD,SUMMERHILL,,,,b35ad35334d77c5a
,,"1522",MASTEN RD,SUMMERHILL,,,,109590752f2c51a0
,,"1596",MASTEN RD,SUMMERHILL,,,,d238b83d5c071467
,,"1582",MASTEN RD,SUMMERHILL,,,,a5c0c9fdbab3952f
,,"5816",SKINNER HILL RD,SUMMERHILL,,,,fbc7cedb6e04a8ea
,,"5804",SKINNER HILL RD,SUMMERHILL,,,,453197eceda05d9b
,,"5806",SKINNER HILL RD,SUMMERHILL,,,,fdc5d9ccdb4b6e77
,,"5810",SKINNER HILL RD,SUMMERHILL,,,,b9d28411b9544e41
,,"1548",MASTEN RD,SUMMERHILL,,,,96a1d6f5175a1768
,,"5788",SKINNER HILL RD,SUMMERHILL,,,,9bd4566f344187a9
,,"5752",SKINNER HILL RD,SUMMERHILL,,,,5d5cd8f6f715dd7d
,,"458",CHAMPLIN RD,SUMMERHILL,,,,33f1d4e2f219d22b
,,"570",LOCKE SUMMERHILL TOWN LINE RD,SUMMERHILL,,,,708309ae2d729dcf
,,"675",DRESSER RD,SUMMERHILL,,,,4429500ff0b588c1
,,"6558",CREECH RD,SUMMERHILL,,,,1a768b57fb33e3cc
,,"6080",HOWELL RD,SUMMERHILL,,,,48cfd5cec8a474cf
,,"990",CUTLER SCHOOL RD,SUMMERHILL,,,,b57e2a7ca3fb7e4c
,,"13513",ROUTE 90,SUMMERHILL,,,,c52189b8e3e5ca11
,,"6514",MONTGOMERY RD,SUMMERHILL,,,,07bb5e191e7a4230
,,"1344",LICK ST,SUMMERHILL,,,,61cbf644b57a491b
,,"1741",ROUTE 41A,SUMMERHILL,,,,60571d02c6cf4858
,,"1390",ATWOOD RD,SUMMERHILL,,,,c1f2648fbd6c7c2d
,,"576",LAKE COMO RD,SUMMERHILL,,,,70039370a4199b7b
,,"6243",HOWELL RD,SUMMERHILL,,,,5fe5cb4c09afd0bb
,,"534",CHAMPLIN RD,SUMMERHILL,,,,bf10f6a5776d6775
,,"851",DRESSER RD,SUMMERHILL,,,,5bb5543e6bd11b35
,,"6500",CREECH RD,SUMMERHILL,,,,16428e7be0238689
,,"293",SALT RD,SUMMERHILL,,,,94912f8a2f6ab0c5
,,"13817",ROUTE 90,SUMMERHILL,,,,a0f68d1089c1bd4d
,,"6492",MONTGOMERY RD,SUMMERHILL,,,,8a8e75400eee5e7d
,,"6124",HOWELL RD,SUMMERHILL,,,,9c4b51ef39d64e62
,,"980",CUTLER SCHOOL RD,SUMMERHILL,,,,b1c5cda4ae98e433
,,"334",HINMAN RD,SUMMERHILL,,,,df205e608a6cdb8f
,,"6151",HOWELL RD,SUMMERHILL,,,,cdbf4e1022fc7e1f
,,"1391",POVERTY LN,SUMMERHILL,,,,80f712639a30cabf
,,"1016",LAKE COMO RD,SUMMERHILL,,,,29b8e6ee2e7efa38
,,"1484",LICK ST,SUMMERHILL,,,,007448cff144cc7e
,,"5931",HOWELL RD,SUMMERHILL,,,,38e575b492aa8d30
,,"889",SALT RD,SUMMERHILL,,,,2d76148c5448b911
,,"1558",MCDONALD RD,THROOP,,,,ab9f172cd1b32b8f
,,"7143",BEACH RD,THROOP,,,,1c8438fd56471254
,,"7083",BEECH TREE RD,THROOP,,,,272b0da957ba3f67
,,"1722",GRIFFIN RD,THROOP,,,,d8e0d9a7cb2e8e21
,,"2527",SITTSER RD,THROOP,,,,f4644bd3acf28d69
,,"7603",NORTHRUP RD,THROOP,,,,da796ed3856e4fca
,,"1953",WHITEHEAD LN,THROOP,,,,3f76b84eb8adb2c5
,,"1913",WHITEHEAD LN,THROOP,,,,e15d8ecfc7269d34
,,"7875",LASHER RD,THROOP,,,,e26c6caf53fac804
,,"8029",ARMSTRONG RD,THROOP,,,,3992df711f537caf
,,"1589",TURNPIKE RD,THROOP,,,,594351100cbd7222
,,"2260",SINE RD,THROOP,,,,26c4092721e29e5a
,,"8097",CENTERPORT RD,THROOP,,,,5d3d23e130e18e53
,,"8090",POWERS RD,THROOP,,,,d93d38f5cdb65243
,,"8080",BARNES RD,THROOP,,,,4d146a7e1db57720
,,"8050",STATE STREET RD,THROOP,,,,533150cdc86981a8
,,"8033",BARNES RD,THROOP,,,,9c403cf8dfc60c91
,,"8044",STATE STREET RD,THROOP,,,,0d26e4e8a0ae8008
,,"8048",LASHER RD,THROOP,,,,acc29c897f066b1a
,,"8046",RUFUS RD,THROOP,,,,f341ce0bf4b5fe31
,,"8043",RUFUS RD,THROOP,,,,3429b677c387127d
,,"8036",STATE STREET RD,THROOP,,,,a64134c9084ec708
,,"8033",CENTERPORT RD,THROOP,,,,3a3de09958662126
,,"8037",STATE STREET RD,THROOP,,,,2f011c7381ddccf9
,,"8028",STATE STREET RD,THROOP,,,,cb0dfe08a010de3a
,,"2519",HIGH BRIDGE RD,THROOP,,,,d740ffc02b9dd74e
,,"8022",STATE STREET RD,THROOP,,,,2b67f697b4de171e
,,"2553",HIGH BRIDGE RD,THROOP,,,,fb976d0a10146fe0
,,"2575",HIGH BRIDGE RD,THROOP,,,,bba8e54651ea865d
,,"2546",HIGH BRIDGE RD,THROOP,,,,554055387369bd00
,,"8014",MILLS RD,THROOP,,,,63796ce3b144aec8
,,"8017",CENTERPORT RD,THROOP,,,,9d151f939df49d8a
,,"8017",LASHER RD,THROOP,,,,901ca459d8c59170
,,"2562",HIGH BRIDGE RD,THROOP,,,,9118b57da3d4148a
,,"2518",HIGH BRIDGE RD,THROOP,,,,b472eda9c708983b
,,"2504",HIGH BRIDGE RD,THROOP,,,,879821b99ed9117a
,,"8016",POWERS RD,THROOP,,,,298cfea72c813c4e
,,"2484",HIGH BRIDGE RD,THROOP,,,,cfc718a9b8617d90
,,"8011",STATE STREET RD,THROOP,,,,76f93d0172816523
,,"8004",STATE STREET RD,THROOP,,,,edf1b5daaa877e81
,,"8007",STATE STREET RD,THROOP,,,,6a1af14afaf22036
,,"8009",ARMSTRONG RD,THROOP,,,,8567109be74c831d
,,"7998",STATE STREET RD,THROOP,,,,a43744d1f8d09793
,,"8001",STATE STREET RD,THROOP,,,,60d19ab2f3591eac
,,"7999",POWERS RD,THROOP,,,,bb2912547bf4f70e
,,"7992",STATE STREET RD,THROOP,,,,7d2cf7e905efef29
,,"7988",STATE STREET RD,THROOP,,,,f7242e8fe581974b
,,"7986",STATE STREET RD,THROOP,,,,0c1ed932095ebe72
,,"7991",STATE STREET RD,THROOP,,,,543c2baa0d883a54
,,"7983",STATE STREET RD,THROOP,,,,667c3c990cc1a25b
,,"7981",STATE STREET RD,THROOP,,,,e4da87910d3e14da
,,"7976",STATE STREET RD,THROOP,,,,4982a73c858e7bce
,,"7987",ARMSTRONG RD,THROOP,,,,d376b2b0954eba02
,,"7974",STATE STREET RD,THROOP,,,,e0b5092c7c07f149
,,"7977",STATE STREET RD,THROOP,,,,2d24fd7020d7965b
,,"7975",STATE STREET RD,THROOP,,,,fcb64708776ecf93
,,"7968",STATE STREET RD,THROOP,,,,4df2d9d9cbf88d9c
,,"2131",SINE RD,THROOP,,,,e076a197a544b026
,,"7967",POTTER RD,THROOP,,,,644f9e5a2574ebe2
,,"2169",SINE RD,THROOP,,,,4fbcb79b955a25cd
,,"7969",STATE STREET RD,THROOP,,,,e73c42c2d6c7cacd
,,"2414",HIGH BRIDGE RD,THROOP,,,,54d6cb16a77f631d
,,"2148",SINE RD,THROOP,,,,a75637137db30b28
,,"7962",STATE STREET RD,THROOP,,,,2614e29427270ee6
,,"7959",CENTERPORT RD,THROOP,,,,9934787f98f1a633
,,"7958",STATE STREET RD,THROOP,,,,4a58dc488850cdb1
,,"7959",STATE STREET RD,THROOP,,,,889885eb22a23ed1
,,"7955",STATE STREET RD,THROOP,,,,f675709738ff3905
,,"7948",STATE STREET RD,THROOP,,,,6c99bb93278f9ffd
,,"7959",POWERS RD,THROOP,,,,089edb333f5cc898
,,"2178",SINE RD,THROOP,,,,3f4618efac8e5c61
,,"7940",STATE STREET RD,THROOP,,,,168e30959fe35675
,,"8022",LASHER RD,THROOP,,,,acf1a403d0f73848
,,"2184",SINE RD,THROOP,,,,116ad19335a96908
,,"2564",SITTSER RD,THROOP,,,,5df496bda068774f
,,"7941",STATE STREET RD,THROOP,,,,affd36e448639342
,,"7926",STATE STREET RD,THROOP,,,,f8b1dfd23e5421bd
,,"7937",STATE STREET RD,THROOP,,,,210c038879fc254a
,,"2079",SINE RD,THROOP,,,,15241dfb918da78a
,,"2539",SITTSER RD,THROOP,,,,ef5f6b2a36a502d9
,,"7929",STATE STREET RD,THROOP,,,,626cf5dcef5b7791
,,"1243",MOODY RD,THROOP,,,,9715bfd5fbbd2d38
,,"1327",MOODY RD,THROOP,,,,8efb5e40b06a9412
,,"1297",MOODY RD,THROOP,,,,48c3088d6f96dd5b
,,"7922",STATE STREET RD,THROOP,,,,8d09f36ffda06029
,,"2057",SINE RD,THROOP,,,,35a18fec1a2df159
,,"7923",STATE STREET RD,THROOP,,,,da536b456f7fa46d
,,"1336",MOODY RD,THROOP,,,,f1a493132297a2c0
,,"2066",SINE RD,THROOP,,,,126fd77613cf72bc
,,"7917",MILLS RD,THROOP,,,,01afa51b0c4ff331
,,"1264",MOODY RD,THROOP,,,,0029578ba86b3344
,,"7920",POWERS RD,THROOP,,,,9b3678de07465221
,,"7907",STATE STREET RD,THROOP,,,,df55d8e33c817b20
,,"7903",STATE STREET RD,THROOP,,,,739490301419dbcb
,,"7903",POTTER RD,THROOP,,,,8e71e28851f29398
,,"7893",ARMSTRONG RD,THROOP,,,,8a6d074835c7da28
,,"2214",SINE RD,THROOP,,,,7a79c0d366526ff0
,,"7895",STATE STREET RD,THROOP,,,,7de2144bb66bcdfa
,,"2495",SITTSER RD,THROOP,,,,451d04e15379a446
,,"2508",SITTSER RD,THROOP,,,,5e99c30e66470c4d
,,"7889",STATE STREET RD,THROOP,,,,88bc46a2855ddffe
,,"7890",ARMSTRONG RD,THROOP,,,,5f6ccfdd18f0de06
,,"7890",LASHER RD,THROOP,,,,d95950c406ad24ec
,,"7886",CENTERPORT RD,THROOP,,,,92b6e7d6cb39dea2
,,"7876",STATE STREET RD,THROOP,,,,16328083e4e85e86
,,"2224",SINE RD,THROOP,,,,f525cce5e7b15794
,,"7883",POTTER RD,THROOP,,,,07cf917a9b537be6
,,"2552",SITTSER RD,THROOP,,,,8733d422f486ad65
,,"7870",STATE STREET RD,THROOP,,,,0f2fa7c481186b2e
,,"7882",RUFUS RD,THROOP,,,,dea4c96399f182f8
,,"7870",CENTERPORT RD,THROOP,,,,4fb0af2a4cae3d44
,,"7877",POWERS RD,THROOP,,,,393266afbc493317
,,"2236",SINE RD,THROOP,,,,cded9336deb04af4
,,"2468",SITTSER RD,THROOP,,,,85c7856042f8f2d9
,,"7834",STATE STREET RD,THROOP,,,,99f70dd430983a7e
,,"7835",LASHER RD,THROOP,,,,556813e4861e0f8f
,,"7834",LASHER RD,THROOP,,,,53331258fd7fae12
,,"2254",SINE RD,THROOP,,,,2a831b4b84d803aa
,,"7845",POWERS RD,THROOP,,,,f220f00f99bf253f
,,"7833",RUFUS RD,THROOP,,,,ea096fd1b0fe1df3
,,"7816",POTTER RD,THROOP,,,,7f4ac0e2c4d3dc6b
,,"7800",STATE STREET RD,THROOP,,,,fc15d027d00a48d0
,,"7811",POTTER RD,THROOP,,,,38ee45c89c503817
,,"7795",STATE STREET RD,THROOP,,,,049e7b586fa7e4fb
,,"1165",MCDONALD RD,THROOP,,,,560cfecca93d9d78
,,"1155",MCDONALD RD,THROOP,,,,bd3767874eb52cf8
,,"7809",POWERS RD,THROOP,,,,ff3af939a11478bd
,,"7788",RUFUS RD,THROOP,,,,cc9770b0fb536415
,,"7793",RUFUS RD,THROOP,,,,15d08dcfca58a9f0
,,"7793",POTTER RD,THROOP,,,,77ff1a3d365418e3
,,"7782",POTTER RD,THROOP,,,,ca2bfe7038a3a52d
,,"7766",STATE STREET RD,THROOP,,,,71df1f75faa694f1
,,"7774",CENTERPORT RD,THROOP,,,,03dc5a9eb603ba5c
,,"7765",STATE STREET RD,THROOP,,,,bdcab453d69ddf27
,,"7781",POWERS RD,THROOP,,,,ddfbe7f202e699cf
,,"7766",CENTERPORT RD,THROOP,,,,c6bf64801c1bff4b
,,"2501",MANROW RD,THROOP,,,,a9336bcf52389254
,,"7756",RUFUS RD,THROOP,,,,99c81813e99d4099
,,"7763",POTTER RD,THROOP,,,,6ab1037c110196ba
,,"2542",MANROW RD,THROOP,,,,0588128770aa173e
,,"2486",MANROW RD,THROOP,,,,3397efcea096de42
,,"7737",STATE STREET RD,THROOP,,,,183dbfc0fa2f5759
,,"7728",RUFUS RD,THROOP,,,,f4f8155abe5ffb6e
,,"7720",POWERS RD,THROOP,,,,2afc4b75a34b3562
,,"2426",MANROW RD,THROOP,,,,0a309e60935f8274
,,"1391",MCDONALD RD,THROOP,,,,d0e287eed2984798
,,"7713",POTTER RD,THROOP,,,,e08159ad8c8e4b15
,,"1533",MCDONALD RD,THROOP,,,,f1a72f0cb9bba7d1
,,"1423",MCDONALD RD,THROOP,,,,7ace9384df37fc7b
,LEFT,"1525",MCDONALD RD,THROOP,,,,8eaa04ca3f8f0f97
,,"1655",MCDONALD RD,THROOP,,,,83b36fea8d6809e3
,,"7699",STATE STREET RD,THROOP,,,,e48948f579259616
,,"1644",MCDONALD RD,THROOP,,,,4cd8a1c449c46cf3
,,"7705",POWERS RD,THROOP,,,,0eb6791c85573abb
,,"1586",MCDONALD RD,THROOP,,,,70f5db8f4b0b1245
,,"653",VIELE RD,STERLING,,,,7c8ea2b72124a5b0
,,"649",VIELE RD,STERLING,,,,ef70a4cf246d3a55
,,"67",NEAL CIR,STERLING,,,,bdeddd8beb2eade2
,,"635",VIELE RD,STERLING,,,,533a3ba12a22e4bb
,,"15173",ROUTE 104,STERLING,,,,8c7f59d334a207e0
,,"629",VIELE RD,STERLING,,,,f18c70b5036865a2
,,"565",VIELE RD,STERLING,,,,850f7e49ea1d3678
,,"13373",CRAINE RD,STERLING,,,,56e8cd30deb4f7a8
,,"610",VIELE RD,STERLING,,,,76bd8579293c4aa2
,,"15167",ROUTE 104,STERLING,,,,49d7dae61f2e0801
,,"564",VIELE RD,STERLING,,,,c04778679b864c35
,,"542",VIELE RD,STERLING,,,,dc4ca2d84c3acdc9
,,"496",VIELE RD,STERLING,,,,855a522ea852593e
,,"15163",ROUTE 104,STERLING,,,,913f87645ff5536e
,,"15161",ROUTE 104,STERLING,,,,c36a3743d087e8db
,,"13363",ROUTE 38,STERLING,,,,0e7292ff7e41d959
,,"699",STERLING STATION RD,STERLING,,,,f01beb278c4c346f
,,"414",VIELE RD,STERLING,,,,66e8f07d066bde16
,,"15160",ROUTE 104,STERLING,,,,d1aa5c1b9b7c75c8
,,"396",VIELE RD,STERLING,,,,009ea0d824afc6a3
,,"13410",IRA STATION RD,STERLING,,,,52b81671a46775b3
,,"15154",ROUTE 104,STERLING,,,,5c1cc77d91732db9
,,"15146",ROUTE 104,STERLING,,,,7e4bd2c753804ba2
,,"13407",MCGIBBEN RD,STERLING,,,,96c1dd4bc7fca7cf
,,"676",STERLING STATION RD,STERLING,,,,7cc8b8489bfc0bfa
,,"13335",ROUTE 38,STERLING,,,,d5243e8beb76ac36
,,"15136",ROUTE 104,STERLING,,,,9de010a331d31eef
,,"15129",ROUTE 104,STERLING,,,,5991a3ba6f1d4c15
,,"13364",MCGIBBEN RD,STERLING,,,,e1d04dd681632dae
,,"13319",ROUTE 38,STERLING,,,,deb89079cc25020d
,,"13346",MCGIBBEN RD,STERLING,,,,2557008fd50ed9a2
,,"13385",MCGIBBEN RD,STERLING,,,,9195603f18712f2c
,,"15126",ROUTE 104,STERLING,,,,30d9de708fc26264
,,"13381",MCGIBBEN RD,STERLING,,,,54d63625a3117351
,,"13363",MCGIBBEN RD,STERLING,,,,2fc91fe9eefc6441
,,"13329",MCGIBBEN RD,STERLING,,,,ba038f55d1f344e7
,,"15118",ROUTE 104,STERLING,,,,fae4f82289c646a3
,,"13299",WRIGHT RD,STERLING,,,,03d32854b07da85d
,,"13285",WRIGHT RD,STERLING,,,,4c1504ea57ac3ab4
,,"13349",IRA STATION RD,STERLING,,,,a372db33b5ba8c58
,,"13274",SANFORD RD,STERLING,,,,9494f92c2ca72b8c
,,"13277",WRIGHT RD,STERLING,,,,3244d250506a3346
,,"614",STERLING STATION RD,STERLING,,,,f52fa38369e9d304
,,"13338",IRA STATION RD,STERLING,,,,178d0d9252887a19
,,"13273",ROUTE 38,STERLING,,,,500a851fe18e5192
